SeqId,BubbleSortNComp,BubbleSortTns,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,QuickSortNComp,QuickSortTns,QuickSortRandomNComp,QuickSortRandomTns,
seq_200_84,19900,309000,10670,114100,1282,39900,1450,23600,1448,28100,
seq_200_85,19900,293900,9024,97200,1282,41200,1755,29000,1404,31200,
seq_200_86,19900,304100,9532,110500,1283,48200,1607,25500,1712,30900,
seq_200_87,19900,306500,9829,105400,1281,44400,2014,29700,1680,30300,
seq_200_88,19900,294700,9309,100300,1280,47500,1470,26800,1591,31000,
seq_200_89,19900,311000,9565,102800,1280,44200,1694,26200,1547,30400,
seq_200_90,19900,306400,9999,109900,1284,40900,1693,28600,1399,29900,
seq_200_91,19900,299500,9412,104100,1275,41100,1473,25700,1493,30000,
seq_200_92,19900,313100,10393,111300,1293,41700,1459,24300,1737,32200,
seq_200_93,19900,306800,10452,111900,1292,41000,1417,24100,1698,33200,
seq_200_94,19900,301800,9891,106100,1274,41200,1684,30100,1703,34900,
seq_200_95,19900,307900,9502,102100,1287,41100,1593,29500,1479,29200,
seq_200_96,19900,294400,9407,101200,1279,44100,1619,25500,1590,30400,
seq_200_97,19900,300300,9705,157100,1281,45400,1519,25900,1510,31500,
seq_200_98,19900,301300,9543,103200,1285,41300,1525,24000,1468,29600,
seq_200_99,19900,306200,10202,109300,1273,41400,1482,26000,1845,35900,
seq_250_0,31125,480700,16107,170900,1700,51300,2191,34200,2046,41600,
seq_250_1,31125,469400,15120,164000,1673,51900,1749,31000,2135,39600,
seq_250_2,31125,495500,16426,177000,1676,52300,2282,32300,2042,39900,
seq_250_3,31125,490400,16934,182100,1669,52600,2054,32600,1912,41700,
seq_250_4,31125,483800,16053,170500,1668,52600,2112,32600,2243,42000,
seq_250_5,31125,480000,16001,171400,1663,51500,1886,35000,2186,36900,
seq_250_6,31125,470900,14959,159300,1671,51900,1956,35800,2052,39400,
seq_250_7,31125,475400,15106,160800,1674,54300,1828,30300,1922,38600,
seq_250_8,31125,484700,15875,168600,1694,53900,1964,31600,2053,36700,
seq_250_9,31125,482100,16071,173200,1680,52400,1973,33800,2098,42900,
seq_250_10,31125,472900,15284,165300,1677,52500,1954,31500,2095,40700,
seq_250_11,31125,478000,15915,172700,1687,51500,2083,33100,2095,38900,
seq_250_12,31125,481600,16310,178400,1668,52700,2050,32800,1975,40000,
seq_250_13,31125,485800,16399,176800,1680,52400,1971,31900,2220,41300,
seq_250_14,31125,497500,17164,182000,1682,51400,2276,38000,2036,40000,
seq_250_15,31125,490800,15756,168100,1673,55600,1954,32700,2137,41900,
seq_250_16,31125,473700,15228,163600,1680,55100,2095,35800,2320,44000,
seq_250_17,31125,489400,16008,172700,1671,52300,2258,35400,2146,40500,
seq_250_18,31125,479600,15793,170600,1669,52400,2039,34700,1952,39200,
seq_250_19,31125,474400,15588,168500,1684,51900,2000,31900,2056,40600,
seq_250_20,31125,477400,15579,169500,1689,52000,2051,33400,2061,40700,
seq_250_21,31125,486200,16552,179500,1682,54600,1951,32800,2137,38200,
seq_250_22,31125,474800,15300,162800,1669,52200,1899,31000,1993,38900,
seq_250_23,31125,566600,16173,171900,1686,57200,2096,34900,2145,40200,
seq_250_24,31125,480300,16409,174200,1680,51900,2060,34000,2168,40200,
seq_250_25,31125,472500,15248,165300,1678,51500,2244,36000,2087,41700,
seq_250_26,31125,482100,16139,171400,1679,52700,1914,32600,2279,45100,
seq_250_27,31125,478700,15843,168500,1677,51200,1893,33900,1953,37000,
seq_250_28,31125,476500,15743,168700,1671,51800,2163,36100,2031,39300,
seq_250_29,31125,470200,15338,163300,1679,52700,1923,34800,2098,40900,
seq_250_30,31125,489700,16607,176300,1675,55600,1872,31100,2024,39700,
seq_250_31,31125,549000,16040,170500,1672,56900,2078,34900,2013,39500,
seq_250_32,31125,470500,15288,162500,1685,52000,2127,33500,2708,42700,
seq_250_33,31125,461500,14525,160500,1673,52100,2172,31600,1892,38600,
seq_250_34,31125,496400,16652,179600,1684,51900,1878,31700,1910,39000,
seq_250_35,31125,470500,15307,166800,1680,51500,1881,30800,1883,38200,
seq_250_36,31125,481100,16014,174000,1675,52200,2159,34000,1934,39800,
seq_250_37,31125,489900,16340,173500,1679,52300,1951,33100,2156,42900,
seq_250_38,31125,480900,15989,170000,1688,51100,2151,35000,2463,43100,
seq_250_39,31125,474700,14153,151200,1676,51600,2123,32600,1963,40800,
seq_250_40,31125,493100,16797,182100,1668,52400,1921,33500,2066,36200,
seq_250_41,31125,493200,17065,184100,1662,53000,1920,31900,1927,37800,
seq_250_42,31125,484300,14903,158900,1675,51400,2047,37500,2125,38100,
seq_250_43,31125,482500,15921,169100,1680,51700,2049,32600,1956,40900,
seq_250_44,31125,478900,15391,163900,1682,51900,2044,33000,2062,38100,
seq_250_45,31125,471900,14943,159100,1681,52000,1949,33800,2019,38700,
seq_250_46,31125,486400,16538,178100,1673,54500,2179,32000,1988,39200,
seq_250_47,31125,473700,14897,159700,1679,55800,2561,39200,2033,43400,
seq_250_48,31125,614400,15219,226400,1691,61400,2161,37500,1936,38200,
seq_250_49,31125,488700,16346,176500,1673,53000,2115,35600,1869,38300,
seq_250_50,31125,490300,16576,178400,1661,52000,2015,33900,1925,36700,
seq_250_51,31125,480100,15947,172100,1672,51700,2083,34900,2109,37000,
seq_250_52,31125,476000,15639,168900,1693,51500,2406,36000,2052,37000,
seq_250_53,31125,480600,16210,174700,1671,51400,2032,32000,1980,39100,
seq_250_54,31125,475600,16112,175700,1678,52000,2004,31100,1918,37300,
seq_250_55,31125,486700,16787,179400,1687,51400,2105,35700,2125,42100,
seq_250_56,31125,489000,15381,166800,1669,52000,1984,34000,2520,44400,
seq_250_57,31125,488900,15619,165900,1678,50000,2243,36000,1999,42400,
seq_250_58,31125,489900,16476,176600,1695,49600,1961,33700,2325,41200,
seq_250_59,31125,482000,16323,173100,1688,52400,2033,32800,2013,37100,
seq_250_60,31125,481700,15568,165400,1689,52500,2290,37700,2075,39600,
seq_250_61,31125,466400,14586,155300,1686,52000,1885,29400,1986,36500,
seq_250_62,31125,489700,16648,178700,1660,49600,2051,34100,2009,36100,
seq_250_63,31125,458400,13806,147300,1685,51900,1951,32400,2090,38900,
seq_250_64,31125,462500,14857,158200,1694,52000,2353,36700,2480,39600,
seq_250_65,31125,470700,15028,160100,1679,52300,2288,32900,1962,38100,
seq_250_66,31125,480700,15771,167600,1680,51200,1928,32000,1948,41600,
seq_250_67,31125,479900,15516,165700,1666,51700,2026,34100,1838,38200,
seq_250_68,31125,486400,16274,172700,1677,52700,1812,33200,1969,36900,
seq_250_69,31125,473600,15685,168000,1679,54100,2003,32600,1993,37800,
seq_250_70,31125,477400,15235,162100,1664,53400,2043,33500,2163,39000,
seq_250_71,31125,473500,15380,163600,1676,54700,1960,34000,2074,39200,
seq_250_72,31125,486100,15890,171300,1670,52200,1826,30100,1917,36000,
seq_250_73,31125,504700,15665,166700,1690,53300,2132,37500,2191,39400,
seq_250_74,31125,486800,15950,169500,1688,54400,1982,31200,2283,39000,
seq_250_75,31125,489100,16402,174100,1678,54300,1978,32800,2052,41300,
seq_250_76,31125,485900,16721,181000,1675,51800,2038,32800,1818,37000,
seq_250_77,31125,472300,15009,162800,1677,52400,2813,40700,1872,36500,
seq_250_78,31125,475900,15498,164800,1685,51600,2309,36600,1973,37200,
seq_250_79,31125,464700,15066,160200,1673,52000,2030,32500,1966,38700,
seq_250_80,31125,468700,15199,164800,1696,52000,2370,37800,2161,40300,
seq_250_81,31125,480900,15550,168000,1680,51500,2107,35100,1913,38400,
seq_250_82,31125,476700,15648,168800,1677,52300,2046,32100,2079,41000,
seq_250_83,31125,487600,15780,168000,1680,51600,1886,31700,1927,40800,
seq_250_84,31125,472800,14889,158600,1685,51900,2075,33600,1812,39200,
seq_250_85,31125,482300,15847,170900,1684,51700,2089,35300,2343,45200,
seq_250_86,31125,459400,13671,148800,1659,51500,2182,33800,2499,40600,
seq_250_87,31125,471900,14937,161900,1670,52100,2143,34400,2074,39700,
seq_250_88,31125,468200,14593,158200,1669,52100,2034,33000,2331,43300,
seq_250_89,31125,475100,15706,169600,1706,51200,2089,32500,2008,39100,
seq_250_90,31125,473800,15368,166100,1678,52200,1994,31000,2117,36700,
seq_250_91,31125,477300,15342,163500,1678,51500,2028,32900,1936,39100,
seq_250_92,31125,474300,15502,164900,1682,51800,1891,33000,2087,36900,
seq_250_93,31125,484500,15622,166100,1681,55500,2187,35700,1895,38200,
seq_250_94,31125,486200,15921,169100,1676,53800,2228,37100,2128,38500,
seq_250_95,31125,477500,16203,174500,1679,51400,2560,38700,2102,38400,
seq_250_96,31125,469900,15237,164700,1681,52000,2140,35100,2026,37900,
seq_250_97,31125,525300,15449,164500,1688,60300,2155,33900,1998,42000,
seq_250_98,31125,490700,15480,164600,1672,52000,2052,36100,1970,38100,
seq_250_99,31125,463700,14658,156200,1678,51800,1895,34600,2161,37700,
seq_300_0,44850,699300,23106,245900,2095,66800,2428,40400,2417,45900,
seq_300_1,44850,698800,22606,241800,2105,65300,2906,45700,2569,48500,
seq_300_2,44850,689300,21696,232100,2106,64400,2403,39100,2709,51400,
seq_300_3,44850,699700,22929,245800,2100,66500,2380,38700,2629,47000,
seq_300_4,44850,706200,20941,223300,2110,67300,2564,42500,2479,46300,
seq_300_5,44850,689800,23036,245800,2111,64300,2626,42900,2351,47200,
seq_300_6,44850,690300,22284,238000,2079,65300,2569,39900,2877,52000,
seq_300_7,44850,681500,21167,226600,2109,64100,2656,39400,2400,44500,
seq_300_8,44850,701300,22607,241600,2097,65200,2582,37700,2499,51400,
seq_300_9,44850,710200,23339,246500,2100,67400,2328,40300,2811,50800,
seq_300_10,44850,687700,23031,246500,2104,62100,2684,42700,2427,46200,
seq_300_11,44850,705900,22361,236700,2099,67700,2455,41700,2522,45400,
seq_300_12,44850,683900,21521,227900,2107,63500,2338,39100,2294,45800,
seq_300_13,44850,690500,22085,236200,2089,63800,2740,40800,2601,46800,
seq_300_14,44850,693000,22558,240900,2106,65400,2570,42500,2563,44700,
seq_300_15,44850,701900,22874,244600,2101,64500,2502,41200,2490,49600,
seq_300_16,44850,693600,22427,242100,2109,64900,2806,45200,2746,49800,
seq_300_17,44850,704500,22872,244300,2108,64100,2530,42000,2638,49100,
seq_300_18,44850,751500,24270,257300,2083,65500,2552,40600,2410,45900,
seq_300_19,44850,675000,21459,229300,2097,63800,2503,40900,2451,45300,
seq_300_20,44850,698500,21902,236200,2093,65600,2956,45100,2484,47100,
seq_300_21,44850,679000,21395,226800,2107,67600,2636,43200,2854,51900,
seq_300_22,44850,723800,24053,257000,2115,317400,2972,42800,2882,49600,
seq_300_23,44850,704400,22362,237000,2091,67800,2877,43400,2312,50500,
seq_300_24,44850,685600,21450,259300,2090,65200,2692,43800,2618,46300,
seq_300_25,44850,694000,21982,232500,2100,67900,2468,39000,2617,50500,
seq_300_26,44850,699100,21661,232200,2097,65400,2691,43500,2801,49600,
seq_300_27,44850,704600,22926,244700,2084,68300,2581,43200,2715,51100,
seq_300_28,44850,703200,22794,243700,2106,64700,3263,47400,2410,46200,
seq_300_29,44850,693800,21674,233100,2101,64500,2574,39100,2636,46300,
seq_300_30,44850,679000,21378,229000,2104,64000,2803,43700,2518,50600,
seq_300_31,44850,687700,22284,236700,2090,65200,2425,39200,2526,46900,
seq_300_32,44850,677600,21292,228600,2086,65600,2625,42900,2528,46700,
seq_300_33,44850,705600,22886,243000,2087,65600,2643,40400,2459,48100,
seq_300_34,44850,684100,22522,238300,2094,61500,2509,39500,2608,47000,
seq_300_35,44850,695800,23174,247100,2071,62900,2488,40700,2393,44200,
seq_300_36,44850,747300,23349,246600,2109,64300,2765,39600,2467,47600,
seq_300_37,44850,1141600,24290,260700,2103,66800,2740,42900,2412,49200,
seq_300_38,44850,678100,21280,225300,2083,64500,2567,42100,2601,49500,
seq_300_39,44850,689100,21780,232800,2109,64400,2448,39400,2557,47900,
seq_300_40,44850,698400,22946,246000,2083,64200,2502,40100,2490,49400,
seq_300_41,44850,694200,22513,240500,2094,64100,2431,43000,2558,50300,
seq_300_42,44850,687900,22196,234600,2085,68000,2708,42400,2516,47600,
seq_300_43,44850,696100,22745,240500,2103,65500,2281,38600,2617,47600,
seq_300_44,44850,695600,22645,239400,2104,65200,2424,40500,2398,46600,
seq_300_45,44850,677800,20831,223000,2099,64100,2475,42400,2527,47700,
seq_300_46,44850,696200,22301,236600,2108,64600,2536,40000,2506,48700,
seq_300_47,44850,663900,20756,226100,2097,64300,2409,41700,2699,49500,
seq_300_48,44850,682200,21155,226300,2083,61600,2651,42800,2406,44700,
seq_300_49,44850,697800,22471,241100,2097,62500,2588,42900,2728,53200,
seq_300_50,44850,693000,22471,237400,2108,67000,2776,42300,2728,50800,
seq_300_51,44850,690800,23169,247000,2109,63900,2549,41800,2561,46900,
seq_300_52,44850,697300,22429,239600,2097,64300,2369,39700,2450,44900,
seq_300_53,44850,696800,22862,245100,2099,105400,2571,44000,2588,49100,
seq_300_54,44850,699600,22761,243000,2103,63700,2516,42200,2580,48000,
seq_300_55,44850,702100,23336,246400,2103,66100,2589,42300,2598,51100,
seq_300_56,44850,687200,22054,235800,2114,69000,2576,40700,2413,46400,
seq_300_57,44850,693700,22632,241600,2095,64300,2493,40300,2597,49700,
seq_300_58,44850,693300,22728,242800,2098,63800,2625,50900,2422,48100,
seq_300_59,44850,668800,20819,224200,2086,63600,2891,47500,2536,47700,
seq_300_60,44850,685000,21633,232600,2098,66600,2627,43600,2641,53000,
seq_300_61,44850,705200,24665,260100,2085,66600,2672,42300,2650,49300,
seq_300_62,44850,692200,22427,239800,2090,63900,2404,40400,2401,43700,
seq_300_63,44850,693500,22243,241400,2103,64100,2669,43200,2830,53400,
seq_300_64,44850,693600,22832,243900,2094,63400,2467,38700,2557,50100,
seq_300_65,44850,688900,22208,237300,2096,64500,2637,42800,2619,50400,
seq_300_66,44850,677700,22649,281700,2080,67700,2435,40300,2497,44800,
seq_300_67,44850,704300,22996,246000,2092,63500,2323,38200,2986,50600,
seq_300_68,44850,695500,23227,248000,2066,64200,2559,41400,2842,49600,
seq_300_69,44850,699400,23516,252100,2103,65200,2528,41700,2334,48400,
seq_300_70,44850,683000,21577,233600,2089,64400,2595,37900,2357,47600,
seq_300_71,44850,667600,21403,229100,2091,63000,2488,44000,2617,51800,
seq_300_72,44850,700900,23066,244900,2109,64700,2741,41700,2285,45500,
seq_300_73,44850,726400,22891,247500,2097,63100,2602,41000,2492,48000,
seq_300_74,44850,708900,23573,251100,2106,62100,2698,40400,3268,54900,
seq_300_75,44850,693800,22902,244400,2092,62200,2305,43600,2806,50100,
seq_300_76,44850,688600,21747,231400,2098,64600,2723,41200,2613,46500,
seq_300_77,44850,692000,22915,241900,2088,64600,2536,42500,2631,47700,
seq_300_78,44850,705000,22603,241200,2114,62600,2768,45600,3114,52200,
seq_300_79,44850,696600,22964,246000,2104,62300,2376,38600,2808,53300,
seq_300_80,44850,740700,22106,234800,2085,64400,2254,37200,3051,52400,
seq_300_81,44850,706300,22717,242700,2112,65500,2464,43600,2729,49500,
seq_300_82,44850,693500,21906,234400,2079,63300,3069,93300,2854,50200,
seq_300_83,44850,670200,20291,219200,2087,64200,2438,41700,2365,46800,
seq_300_84,44850,685600,22777,243600,2075,74500,2657,43800,2504,49500,
seq_300_85,44850,684800,22136,236600,2096,64100,2547,41800,2407,47800,
seq_300_86,44850,689200,22405,239300,2089,63600,2639,44900,2385,47200,
seq_300_87,44850,685200,22543,240800,2095,63100,2401,41700,2776,52600,
seq_300_88,44850,700000,23475,247700,2111,64600,2229,37400,2761,47600,
seq_300_89,44850,702200,22742,244400,2106,62500,2377,37500,2841,52300,
seq_300_90,44850,695300,22727,242500,2096,62400,2374,38600,2479,47800,
seq_300_91,44850,696300,22948,244600,2092,62000,2708,43900,2570,49900,
seq_300_92,44850,693800,22868,244100,2095,63800,2742,42600,2486,47400,
seq_300_93,44850,694800,23304,248500,2088,64100,2341,38400,2272,45600,
seq_300_94,44850,687300,21713,233700,2102,64300,2371,38900,2509,49400,
seq_300_95,44850,677500,21791,232900,2098,63900,2457,43800,2966,51800,
seq_300_96,44850,693400,22955,244000,2083,65000,2474,42500,2530,45700,
seq_300_97,44850,690900,21594,228300,2095,62400,2701,40400,2365,45100,
seq_300_98,44850,694600,23356,248900,2095,62100,2397,39600,2420,48100,
seq_300_99,44850,697300,21884,234900,2096,61500,2507,43700,2551,48200,
seq_350_0,61075,929400,29388,311900,2528,76300,2984,46300,3120,55800,
seq_350_1,61075,931000,30257,323200,2529,73200,3270,50300,3132,58800,
seq_350_2,61075,945600,30954,327800,2533,75700,3200,46900,2882,56600,
seq_350_3,61075,933700,29153,310600,2530,74100,2894,48700,3330,57300,
seq_350_4,61075,936700,30212,320200,2529,73300,3123,53300,2956,54800,
seq_350_5,61075,949600,31007,328600,2530,73500,3039,48400,3152,53200,
seq_350_6,61075,959800,32237,341200,2501,76400,3102,46800,3186,58600,
seq_350_7,61075,941900,30144,319600,2535,73100,3420,54400,2782,53000,
seq_350_8,61075,935400,29424,322600,2528,73000,3089,49500,3312,58500,
seq_350_9,61075,949000,30236,320600,2529,75500,2844,46100,2905,54200,
seq_350_10,61075,960300,31720,335700,2533,74800,3495,57500,3421,63000,
seq_350_11,61075,946300,29599,314500,2527,82500,3161,48300,3380,60500,
seq_350_12,61075,948100,31657,334900,2511,73700,3094,52100,3523,62900,
seq_350_13,61075,947000,29691,315800,2534,73100,3011,48800,3358,59400,
seq_350_14,61075,959800,31963,338000,2546,74800,3281,54100,3162,58000,
seq_350_15,61075,969800,34595,365700,2514,74300,2779,48000,3161,57100,
seq_350_16,61075,954900,31708,335700,2536,75900,3224,49200,2877,55600,
seq_350_17,61075,969600,30109,319500,2532,75400,3123,51100,2908,56500,
seq_350_18,61075,915700,28534,303000,2521,73700,3276,52900,3145,53900,
seq_350_19,61075,962100,31296,331500,2507,74000,2983,48100,3183,58600,
seq_350_20,61075,964500,32217,344100,2527,76700,2995,49500,2907,54800,
seq_350_21,61075,921800,28806,306800,2538,74000,3187,47400,2925,54800,
seq_350_22,61075,988700,31019,329600,2523,349000,3308,59200,2994,54700,
seq_350_23,61075,966100,30621,388200,2512,75500,3264,48400,3081,54300,
seq_350_24,61075,937800,30294,383900,2551,77700,3295,51400,2900,54000,
seq_350_25,61075,932200,30254,383300,2529,74500,3147,48800,3150,59100,
seq_350_26,61075,937200,30207,386300,2530,76200,2760,45900,3724,66600,
seq_350_27,61075,942500,29326,397100,2522,77100,3184,53800,3007,60300,
seq_350_28,61075,933300,29420,373100,2518,77600,3297,49100,3480,62900,
seq_350_29,61075,952100,31593,410900,2524,75500,3183,53400,2945,52900,
seq_350_30,61075,946200,29603,375500,2507,76800,3290,50100,3068,58000,
seq_350_31,61075,952700,31199,394900,2542,75600,3639,56800,2982,56700,
seq_350_32,61075,961900,31281,396300,2536,79100,3392,54100,2910,57000,
seq_350_33,61075,954900,31407,399700,2542,75300,3229,52000,3004,58100,
seq_350_34,61075,921800,27529,349900,2514,78600,3040,47700,3246,58700,
seq_350_35,61075,937300,30238,383300,2535,75500,3110,50900,3103,56300,
seq_350_36,61075,961900,32194,413100,2528,75000,3032,48500,3134,60900,
seq_350_37,61075,929900,28392,362300,2517,78500,2985,48700,3099,58200,
seq_350_38,61075,940400,30538,387700,2526,77900,3978,59600,2925,54700,
seq_350_39,61075,925200,29046,378500,2515,74200,3198,51800,3120,63100,
seq_350_40,61075,948700,32027,406900,2536,74800,3123,48900,3169,54400,
seq_350_41,61075,937800,29559,374300,2530,74800,3190,50200,3044,57500,
seq_350_42,61075,952500,30960,390900,2545,72900,2975,50400,2988,58200,
seq_350_43,61075,1037300,30665,393700,2511,78500,2977,49800,2957,60200,
seq_350_44,61075,973000,32198,406400,2525,75900,3000,53300,3030,57600,
seq_350_45,61075,925600,29407,372000,2533,75300,3293,53600,3060,59800,
seq_350_46,61075,935500,29769,376300,2520,77600,2997,46400,3660,61900,
seq_350_47,61075,945500,30085,380600,2515,76000,2942,47300,3173,60400,
seq_350_48,61075,940700,31473,399400,2512,74200,2984,50800,3640,62800,
seq_350_49,61075,947200,31531,395800,2515,75800,3250,53300,3441,59300,
seq_350_50,61075,953200,32328,411900,2530,75700,3460,52600,3192,58100,
seq_350_51,61075,936200,30576,386400,2522,82200,3012,47500,2846,53400,
seq_350_52,61075,939600,30561,321500,2531,76200,3268,49000,2774,54000,
seq_350_53,61075,937900,29837,317100,2534,76600,3136,52100,3277,58500,
seq_350_54,61075,950400,31466,337800,2536,74400,3350,56000,2993,55000,
seq_350_55,61075,956100,31979,339400,2536,73700,3371,55800,3112,58400,
seq_350_56,61075,962100,31526,334800,2523,73700,3107,45000,3290,57600,
seq_350_57,61075,942900,30569,324200,2544,74500,3008,53400,2914,52500,
seq_350_58,61075,956800,32107,339700,2525,74000,2892,47000,3454,61500,
seq_350_59,61075,976000,30130,321800,2525,75400,3115,54500,2931,55300,
seq_350_60,61075,954100,30397,322400,2548,74400,3155,50000,3266,61000,
seq_350_61,61075,935000,29732,317200,2532,75900,3267,48900,2924,57100,
seq_350_62,61075,950300,30062,320000,2512,77800,3047,48500,3319,58000,
seq_350_63,61075,941600,30540,323900,2541,73900,2922,48500,3481,62000,
